,summary,correct,rouge1,rouge2,rougeL,rougeLsum
653,"Cornelia var en romersk kvinne som levde i det sørlige Romerriket.
Hun var datter av Scipio d.y.
og Sempronia.","Cornelia var en av de betydeligste romerske kvinneskikkelsene på 100-tallet fvt.
Hun tilhørte en av de mest berømte slektene (gens cornelia) og var datter av Scipio Africanus d.e.
Hun ble gift med Tiberius Sempronius Gracchus.",36.6667,17.2414,33.3333,36.6667
654,"Color field painting er en kunstnerisk retning innenfor abstrakt ekspresjonisme.
Fargene er påført lerretet i store uregelmessige områder, kalt color field (fargefelt).","Color field painting er en type abstrakt maleri som er kjennetegnet av at lerretet er delt inn i store, noe ujevne områder som er påført farger med få nyanser.",52.6316,32.7273,42.1053,38.5965
655,"Akzo Nobel er et nederlandsk kjemikonsern som ble etablert i 1969 av Algemene Kunstzijde Unie og Koninklijke Zout-Organon i Nederland.
Selskapet produserer kjemikalier, maling, lakk, lim og farmasøytisk industri gjennom selskapet Organon.","Akzo Nobel, tidligere Akzo, er et nederlandsk kjemisk industrikonsern med virksomhet innen kjemikalier, maling, lakk og lim.
Konsernet ble grunnlagt i 1969 og er i nyere tid verdens største produsent av maling og andre produkter for overflatebehandling med merkevarer som blant annet Akzo Nobel, Sikkens, Sadolin og Nordsjö.
Selskapet er også en av verdens største produsenter av salt.",38.2979,13.0435,27.6596,34.0426
656,"Byafossen er en gård i Steinkjer kommune i Trøndelag.
Gården er ifølge SSBs definisjon en av Trøndelags største gårdsbruk.","By, storgård i Steinkjer, Trøndelag.
Gården ligger ved Byafossen i Egge nordøst for Steinkjer sentrum.",44.4444,23.2558,35.5556,40.0
657,"Dessau er en by i Tyskland, i delstaten Anhalt, ved elven Anhalt.
Byen ligger i regionen Sachsen-Anhalt.","Dessau er en by i Tyskland, Sachsen-Anhalt, nær Muldes sammenløp med Elbe, 50 kilometer nord for Leipzig.
Byen har om lag 77 400 innbyggere (2007).
Dessau er en allsidig industriby med kjemisk og elektroteknisk industri, samt produksjon av jernbaneutstyr, tekstiler med mer, men industrien er sterkt nedbygd etter Tysklands gjenforening i 1990.
Junkersverkene (tidligere velkjent flyfabrikk) ble demontert i 1946.",27.1605,15.1899,22.2222,27.1605
658,"Willem Marinus Dudok var en nederlandsk arkitekt.
Han var en av de mest betydningsfulle nederlandske arkitektene på 1900-tallet.","Willem Marinus Dudok var en nederlandsk arkitekt.
Han hadde tilknytning både til Amsterdam-skolen og De Stijl-gruppen, men utviklet en personlig stil, blant annet kjennetegnet ved asymmetrisk sammenstilte teglblokker.",40.0,29.1667,36.0,40.0
659,"Cirkumfleks er et diakritisk tegn som markerer en tonebevegelse innenfor en lang vokal eller stavelse.
Tegnet brukes i norsk bare i lånord fra fransk og i noen få norske ord for å markere at en tidligere s foran konsonanten er falt ut.","Cirkumfleks har to betydninger: det er navnet på det diakritiske tegnet ^, og er også navn på en toppet tonebevegelse innenfor en lang vokal eller stavelse.",41.791,18.4615,32.8358,41.791
660,"Andenes fyr er en fyrstasjon i Andenes kommune i Nordland.
Den ble opprettet i 1948 og er Norges fjerde høyeste fyrstasjon.","Andenes fyr er en fyrstasjon på Andøyas nordpynt i Andøy kommune i Nordland.
Den ble opprettet som kystfyr i 1859, automatisert og avbemannet i 1978.",57.1429,38.2979,57.1429,57.1429
661,"William Bentham var en britisk filosof og jurist.
Han var professor i rettsfilosofi ved University College i London i årene 1826–1827, og var en av grunnleggerne av den britiske rettspositivismen.","Jeremy Bentham var en britisk sosialfilosof og jurist.
Han regnes som grunnleggeren av utilitarismen, som setter maksimering av lykke som den avgjørende målestokken for riktig handling.
Bentham mente også at dette må være målestokken for utforming av politiske og juridiske institusjoner og konsentrerte sitt arbeid om å finne praktiske metoder til å realisere denne målsettingen.",24.7191,11.4943,22.4719,24.7191
662,"Lars Backer var en norsk arkitekt og funksjonalist.
Han var en av de fremste norske arkitektene i sin generasjon.","Lars Backer var en norsk arkitekt, mest kjent som pioner for funksjonalismen i Norge.
Han døde bare 38 år gammel, likevel rakk han å fullføre tre tidlige og sentrale verk innen den nye stilretningen, alle i Oslo: Ekebergrestauranten, Horngården på Egertorget og restaurant Skansen som lå på Kontraskjæret ved Akershus festning.
Backer startet som klassisist, men samtiden oppfattet ham som «den nye tids mann», den som personifiserte den nye perioden man sto ved terskelen til.
Dette har gitt ham en spesiell posisjon i norsk arkitekturhistorie.",22.4299,9.5238,16.8224,22.4299
663,"Arne Bang-Hansen var en norsk skuespiller.
Han var utdannet ved Den Nationale Scene i 1934–1938 og ved Centralteatret i 1945–1949.",Arne Bang-Hansen var en norsk skuespiller som debuterte i 1932 som volontøren i Sigurd Christiansens Dydens have på Nationaltheatret.,40.9091,28.5714,40.9091,40.9091
664,"Chai er en tedrikk som brukes i vestlige områder i India, Nepal og Mongolia.
Den brukes også som drikke i forbindelse med tradisjonell te, særlig i deler av Sør-Asia og Sørøst-Asia.","Chai er te som vanligvis drikkes med melk, sukker og krydder.
Chai er en svært vanlig drikk i blant annet Pakistan, Nepal og India.",38.0952,13.1148,22.2222,31.746
665,"Christian Science er en amerikansk protestantisk religiøs bevegelse som ble grunnlagt i Boston i 1879 av Mary Baker Eddy (1821–1910).
Bevegelsen er særlig kjent for sin forståelse av Det nye testamentet på en ny måte.","Christian Science er et kristent samfunn som legger stor vekt på helbredelse gjennom bønn.
Det har amerikansk protestantisk opprinnelse.",26.6667,10.3448,16.6667,26.6667
666,"Gerd Benneche var en norsk journalist og barnevernsleder.
Hun var leder for Norsk Presseforbund i perioden 1975–1979, og fikk Narvesenprisen for «fremragende journalistikk gjennom en årrekke».","Gerd Benneche var en norsk jurist og journalist.
Hun var en av pionerene innen norsk sosialjournalistikk med sin juridiske sakkyndighet og sitt sterke engasjement for de svakeste i samfunnet.",50.0,18.5185,39.2857,42.8571
667,"Benny Carter var en amerikansk jazzmusiker, komponist og komponist.
Han var en av de fremste jazzmusikerne i sin generasjon.","Benny Carter var en amerikansk jazzmusiker.
Han var en fremragende solist på sine hovedinstrumenter altsaksofon og trompet, og mestret i tillegg en rekke andre instrumenter.
Carter var en av jazzhistoriens fremste komponister og arrangører, ikke bare for egne orkestre, men også for blant andre Duke Ellington, Fletcher Henderson, Jimmie Lunceford og Benny Goodman.",38.3562,25.3521,30.137,38.3562
668,"Bergartilleribataljon er en militær avdeling som ble opprettet i 1889 for å gi troppene artilleristøtte under kamper i det veifattige lendet på Sørlandet.
Bataljonen deltok i 1940 i kampene ved Lapphaugen og Narvik.","Bergartilleri er mobilt artilleri som er organisert og utrustet for strid i fjellterreng.
Bergartilleriavdelinger har vanligvis lette skyts (haubitser) som kan kjøres, deles opp og kløves eller lufttransporteres.",15.3846,0.0,15.3846,15.3846
669,"Toppen Bech er en norsk journalist og programleder.
Hun er kjent for en rekke populære programserier, blant annet Unnskyld at jeg spør, Den blå timen, Signaturen, Brød, vin og siesta, og Herskapelig, om norske storgårder og herskapshus.","Toppen Bech er en norsk journalist og programleder.
Hun har også skrevet flere reisebøker og bøker om stil og god smak.",37.5,25.8065,37.5,37.5
670,"Aluminiumhydroksid er en kjemisk forbindelse av aluminiumhydroksid og hydrogenhydroksid.
Den kjemiske formelen er α-Al2O3·3H2O.","Bayeritt er en kjemisk forbindelse som er en av de tre krystallinske modifikasjonene av aluminiumhydroksid.
Den har kjemisk formel Al(OH)3.",48.6486,22.8571,43.2432,48.6486
671,"Werner Aspenström var en svensk forfatter, dramatiker og dramatiker.
Han var en av Sveriges fremste lyrikere.","Werner Aspenström var en svensk forfatter, medlem av Svenska Akademien fra 1981 og en av de viktigste blant de yngre «fyrtiotalisterna» i svensk lyrikk.",47.619,35.0,47.619,42.8571
672,"Brunlem er en art av smågnagere i smågnagerfamilien.
Den lever på arktisk tundra med vinter en stor del av året.
Brunlemen har regelmessig bestandsvariasjoner som vår lemen i Norge, med 3-4 år mellom toppene.","Brunlemen er en gnagerart i hamsterfamilien.
Brunlemen likner noe på vår hjemlige lemen, og er utbredt over hele den nordlige delen av det nordamerikanske kontinentet, samt i det nordøstligste hjørnet av Russland.
Den er en av fire arter i slekten Lemmus.",31.7073,5.0,19.5122,31.7073
673,"Drivaksel er en aksel som overfører krefter fra girkasse til drivhjul.
Akselen brukes på biler med uavhengig fjæring, men er fremdeles i bruk på tyngre kjøretøy.","Drivaksel er en aksel i et kjøretøys drivlinje som overfører fremdriftskraft fra en kraftkilde til drivhjulene ved hjelp av en stiv eller leddet aksling.
Drivaksel finnes på alle kjøretøy uavhengig av fremdriftskilde.",44.7761,21.5385,38.806,41.791
674,"Chagosøyene er et britisk oversjøisk territorium som ligger mellom Øst-Afrika og Indonesia.
Territoriet grenser til Mauritius og Seychellene.","Det britiske territoriet i Indiahavet er et britisk oversjøisk territorium i Indiahavet som består av de 58 Chagosøyene.
Territoriet har nå ingen fast bosetning, men en stor britisk-amerikansk militærbase på Diego Garcia har et personell som varierer mellom 1500 og 4000.
I henhold til territoriets grunnlov har ingen rett til å bosette seg der, og det er forbudt å reise inn uten tillatelse.",32.1839,14.1176,27.5862,27.5862
675,"The Ashcan School var en amerikansk kunstnergruppe som ble stiftet i 1913 i Armory i New York.
Gruppen ble grunnlagt i 1912 av George Bellows, som var en av grunnleggerne av den amerikanske kunstnergruppen The Eight.",Ashcan-skolen(the Ashcan School) var en amerikansk kunstnergruppe som ble dannet av Robert Henri i Philadelphia omkring 1900.,40.0,30.1887,36.3636,36.3636
676,Endoplasmatisk retikulum er et nettverk av rør og blærer som danner et sammenhengende nettverk i cellens cytoplasma og henger sammen med kjernehylsteret (den perinukleære cisternen).,"Endoplasmatisk retikulum er et omfattende nettverk av membranavgrensede hulrom som utgjør flate blærer og kanaler i dyre- og planteceller.
Man skiller mellom det glatte og det ru (granulerte) endoplasmatiske retikulum.
Den relative mengden av ru og glatt endoplasmatisk retikulum varierer mellom forskjellige celletyper.",38.3562,14.0845,32.8767,32.8767
677,"Christen Dalsgaard var en dansk maler.
Han var en av de fremste i dansk realisme.","Christen Dalsgaard var en dansk maler.
Han var den betydeligste av de danske genremalere som omkring 1850 fulgte Niels Laurits Høyens nasjonale parole, å skildre allmuens liv.",52.381,40.0,52.381,52.381
678,"Amberg er en by i Rheinland-Pfalz i Tyskland, i delstaten OberPfalz, ved elven Vils.
Byen ligger på grensen mot Østerrike.","Amberg er en by i Bayern i det sørlige Tyskland som ligger 60 kilometer øst for Nürnberg, ved elven Vils.",51.1628,29.2683,46.5116,51.1628
679,"Armenia er en høyslette i Det kaspiske hav i Sørvest-Asia.
Høysletta ligger i sørvestlige deler av landet, i det sørøstlige Kaukasus, ved elven Araks.","Landskapet i Armenia består hovedsakelig av fjell og høyland av vulkansk opprinnelse.
Jordskjelv forekommer ofte.
I nord strekker fjellkjeden Lille Kaukasus seg gjennom republikken i retning nordvest–sørøst og når høyder på drøye 3000 meter over havet.
Sør for denne fjellkjeden ligger den armenske høyslette, som består av nakne og vide platåer som når opp i 2500 meters høyde.",29.1262,3.9604,17.4757,23.301
680,"Autopilot er et system for å holde skip i en nøyaktig posisjon.
Systemet består av forskjellige former for gyrokompass og akselerometre.","Autopilot er styre- og reguleringssystem som holder skip eller fly på en ønsket kurs uten menneskelig inngripen.
På et fly vil autopiloten sørge for å holde hastigheten og høyden som er definert på forhånd, uforandret av ytre påvirkninger.
På moderne skip er det vanlig at systemet også holder skipet på en programmert rute.
Dette kalles banestyring (engelsk, track steering).
Autopiloten forenkler navigasjon, og redusere bruk av rormann.
Det finnes også autopilot-systemer for noen typer missiler og biler.",23.301,5.9406,19.4175,21.3592
681,"Borgen var en borg i Danmark i jernalderen.
Borgen ble bygd i det sørøstlige Danmark, og var i bruk fra ca.
400 fvt.","Borremose er et myrdrag i Danmark, i Himmerland på Nord-Jylland, med en tilfluktsborg fra tidlig jernalder på en holme i den sørlige enden av mosen.
Borremose ble anlagt omkring 300 fvt.
som en befestet landsby.
Etter rundt 200 år ble den brent og forsvarsverkene ødelagt.
Stedet har ligget øde etter den tid, og av forsvarsanleggene er nå bare få rester synlige.",25.0,4.6512,15.9091,20.4545
682,"Cinematek er en fellesbetegnelse for institusjoner som viser film på digitale plattformer, for eksempel kino, kinofilmklubb, filmklubb eller filmklubb.
I Norge finnes cinematek i Oslo, Bergen, Trondheim, Kristiansand, Tromsø, Lillehammer og Stavanger.","Cinematek er en kino som har som oppgave å stimulere interessen for filmhistorie og filmkunst, ved å gjøre filmhistorien og nyere kvalitetsfilm tilgjengelig for publikum.
Et cinematek er gjerne knyttet til et filmarkiv.
Filmene skal presenteres på en måte som er tro mot sitt originale format.",25.641,5.2632,15.3846,17.9487
683,"Benediktbeuern-håndskriftet er et håndskrift som er skrevet av den tyske komponisten Carl Orff.
Håndskriftet ble uroppført ved musikkfest i Frankfurt am Main i 1937 som et scenisk verk med solister, kor og orkester.","Carmina Burana er den største og mest kjente samlingen av middelalderlatinske dikt, overlevert ved et håndskrift fra 1200-tallet.
Den inneholder mange satiriske dikt, men er mest berømt for sine drikkeviser og kjærlighetsdikt.",24.0,5.4795,16.0,18.6667
684,"Burjater er en folkegruppe i Sibir, i det nordlige Sibir.
Burjatene er særlig kjent for å ha vært i området rundt Sibir i flere hundre år.","Burjater, burjeter er et mongolsk folk i det sørøstlige Sibir, omkring den sørlige delen av Bajkalsjøen.
De fleste bor i republikken Burjatija i Russland, mens mindre grupper holder til i Mongolia og Kina.
De snakker et mongolsk språk (burjatisk).
Helt opp til moderne tid har burjatene for det meste vært nomader, bodd i jurter (filttelt) og holdt flokker av hester og hornkveg.
Under russisk påvirkning har jordbruk vunnet innpass.
Det drives også jakt og fiske, men i mindre grad enn tidligere.
Burjatenes jern- og sølvarbeider, vevde stoffer og lærvarer selges over store deler av Sibir.",25.7576,3.0769,18.1818,24.2424
685,"Ahimsa er et begrep som brukes om ikkebeskadigelse i hinduismen, jainismen og Upanishadene.
Ordet brukes også om ikkevold i buddhismen.","Ahimsa betyr ikkebeskadigelse og har dype røtter i indisk religion og kultur.
Mahatma Gandhis (1869–1948) begrep om ikkevold har opphav i ahimsa.",36.3636,4.7619,31.8182,36.3636
